customer_id,gender,age,city,tenure_months,income,membership_type,signup_date
CUST003902,Male,50,Hyderabad,10,227922,Gold,2021-06-08
CUST003903,Female,49,Hyderabad,5,62033,Gold,2023-05-10
CUST003904,Male,37,Mumbai,38,72663,Gold,2024-07-29
CUST003905,Male,20,Kolkata,44,136798,Gold,2022-05-02
CUST003906,Female,21,Kolkata,1,86665,Silver,2023-10-23
CUST003907,Male,34,Delhi,53,88735,Platinum,2024-03-17
CUST003908,Male,67,Hyderabad,44,133121,Platinum,2021-10-17
CUST003909,Male,34,Chennai,25,200360,Silver,2022-10-23
CUST003910,Male,36,Kolkata,43,35080,Silver,2020-07-08
CUST003911,Female,21,Delhi,29,20932,Silver,2024-02-16
CUST003912,Female,46,Delhi,42,72437,Platinum,2022-04-17
CUST003913,Male,34,Hyderabad,59,172113,Gold,2022-04-09
CUST003914,Male,39,Mumbai,54,67307,Silver,2023-05-05
CUST003915,Male,19,Delhi,51,174950,Gold,2023-06-07
CUST003916,Female,59,Mumbai,44,205323,Gold,2022-08-18
CUST003917,Female,29,Hyderabad,54,73721,Silver,2024-12-09
CUST003918,Female,62,Delhi,55,167620,Gold,2024-10-13
CUST003919,Female,28,Bangalore,19,79258,Gold,2025-01-28
CUST003920,Male,57,Hyderabad,61,175077,Gold,2021-04-29
CUST003921,Male,46,Hyderabad,12,85882,Platinum,2022-01-13
CUST003922,Male,37,Bangalore,32,93114,Gold,2023-08-02
CUST003923,Female,22,Hyderabad,1,138428,Gold,2022-12-17
CUST003924,Male,42,Bangalore,1,247617,Platinum,2025-04-19
CUST003925,Female,51,Bangalore,24,198787,Silver,2023-08-24
CUST003926,Female,29,Hyderabad,49,131198,Silver,2024-03-13
CUST003927,Male,45,Bangalore,17,244316,Gold,2022-03-22
CUST003928,Male,51,Bangalore,25,66966,Silver,2022-06-13
CUST003929,Male,23,Hyderabad,63,24828,Silver,2023-10-22
CUST003930,Female,36,Bangalore,32,203253,Silver,2023-09-02
CUST003931,Female,29,Mumbai,2,37094,Gold,2020-10-22
CUST003932,Male,42,Hyderabad,30,48728,Platinum,2024-07-23
CUST003933,Male,30,Hyderabad,37,184808,Gold,2025-02-10
CUST003934,Female,34,Mumbai,59,156721,Silver,2022-04-18
CUST003935,Male,29,Kolkata,45,165419,Silver,2021-03-17
CUST003936,Female,20,Pune,48,200690,Platinum,2022-03-20
CUST003937,Female,41,Delhi,22,185858,Silver,2020-09-23
CUST003938,Male,25,Bangalore,68,105954,Gold,2021-01-20
CUST003939,Male,65,Chennai,43,238111,Silver,2023-06-06
CUST003940,Male,53,Pune,65,206911,Silver,2021-12-30
CUST003941,Male,43,Bangalore,55,125415,Silver,2021-01-18
CUST003942,Female,62,Pune,19,182753,Platinum,2023-04-04
CUST003943,Female,25,Chennai,64,33321,Gold,2020-06-15
CUST003944,Female,49,Chennai,9,192344,Gold,2022-06-12
CUST003945,Male,49,Chennai,39,167042,Platinum,2022-02-18
CUST003946,Female,18,Delhi,43,49322,Gold,2023-04-28
CUST003947,Male,20,Bangalore,34,119407,Silver,2024-09-05
CUST003948,Male,18,Pune,63,157085,Silver,2021-02-07
CUST003949,Male,32,Bangalore,48,84497,Gold,2020-11-27
CUST003950,Male,67,Mumbai,47,114372,Gold,2023-09-28
CUST003951,Male,37,Mumbai,17,173182,Silver,2025-04-10
CUST003952,Male,20,Pune,44,101690,Silver,2023-06-08
CUST003953,Female,32,Mumbai,23,66239,Silver,2021-07-11
CUST003954,Male,54,Mumbai,40,101007,Silver,2022-11-15
CUST003955,Female,38,Chennai,12,196159,Silver,2023-12-04
CUST003956,Female,59,Chennai,51,154599,Silver,2020-12-13
CUST003957,Male,56,Hyderabad,50,176930,Gold,2023-10-31
CUST003958,Male,40,Bangalore,65,94495,Silver,2025-02-14
CUST003959,Male,57,Delhi,48,75798,Gold,2022-04-23
CUST003960,Female,52,Bangalore,24,171012,Silver,2022-04-06
CUST003961,Male,35,Hyderabad,61,231901,Gold,2020-08-23
CUST003962,Female,34,Hyderabad,54,188397,Silver,2022-05-04
CUST003963,Male,48,Bangalore,53,150636,Gold,2022-04-11
CUST003964,Male,65,Pune,49,149483,Gold,2021-01-27
CUST003965,Female,43,Bangalore,40,162565,Gold,2023-06-21
CUST003966,Female,39,Mumbai,24,84337,Gold,2021-02-24
CUST003967,Male,62,Hyderabad,70,102306,Gold,2021-01-03
CUST003968,Female,53,Bangalore,66,45092,Silver,2024-09-27
CUST003969,Female,52,Delhi,34,78568,Gold,2022-10-27
CUST003970,Female,28,Delhi,18,110372,Gold,2023-05-31
CUST003971,Female,44,Mumbai,24,106694,Gold,2021-04-24
CUST003972,Female,51,Chennai,1,219613,Silver,2022-10-25
CUST003973,Male,35,Mumbai,45,217934,Gold,2024-08-30
CUST003974,Male,44,Bangalore,25,93524,Gold,2020-08-15
CUST003975,Female,21,Delhi,10,203025,Gold,2021-04-12
CUST003976,Male,34,Pune,41,138578,Gold,2022-10-11
CUST003977,Male,23,Hyderabad,7,208390,Silver,2024-02-06
CUST003978,Female,59,Kolkata,51,87413,Silver,2025-04-10
CUST003979,Male,28,Delhi,26,46846,Silver,2022-07-15
CUST003980,Female,22,Hyderabad,32,195956,Gold,2020-07-27
CUST003981,Female,35,Delhi,50,96356,Silver,2021-10-18
CUST003982,Male,42,Bangalore,40,155327,Silver,2023-08-22
CUST003983,Female,27,Kolkata,33,240426,Platinum,2022-01-14
CUST003984,Female,58,Kolkata,15,99183,Gold,2024-10-23
CUST003985,Female,33,Bangalore,23,192825,Gold,2024-12-29
CUST003986,Female,27,Bangalore,13,47962,Silver,2021-03-14
CUST003987,Female,27,Mumbai,22,153727,Gold,2020-09-22
CUST003988,Male,53,Hyderabad,64,134398,Gold,2024-06-20
CUST003989,Male,38,Pune,3,44655,Platinum,2020-11-15
CUST003990,Female,31,Hyderabad,19,215705,Silver,2022-08-22
CUST003991,Female,25,Mumbai,49,194495,Silver,2024-09-08
CUST003992,Male,18,Hyderabad,51,186146,Platinum,2020-11-25
CUST003993,Female,33,Chennai,39,135411,Platinum,2020-10-21
CUST003994,Male,43,Kolkata,70,222177,Silver,2021-05-11
CUST003995,Female,66,Delhi,14,35119,Silver,2020-12-22
CUST003996,Female,59,Kolkata,28,75668,Gold,2023-04-22
CUST003997,Female,23,Mumbai,31,135976,Platinum,2025-02-15
CUST003998,Female,56,Hyderabad,57,110609,Silver,2020-05-11
CUST003999,Female,67,Hyderabad,45,48916,Silver,2020-10-09
CUST004000,Female,19,Delhi,6,130768,Silver,2023-11-18
CUST004001,Female,26,Pune,42,108606,Silver,2024-12-25
CUST004002,Male,22,Delhi,3,109539,Silver,2021-07-03
CUST004003,Male,57,Delhi,9,61748,Gold,2022-09-25
CUST004004,Male,22,Chennai,3,141286,Platinum,2022-03-30
CUST004005,Female,64,Kolkata,27,178282,Gold,2020-07-24
CUST004006,Female,25,Mumbai,51,192458,Silver,2020-12-15
CUST004007,Female,22,Mumbai,14,111772,Silver,2022-08-21
CUST004008,Female,22,Mumbai,49,244321,Platinum,2020-12-05
CUST004009,Female,69,Kolkata,4,201235,Gold,2025-04-20
CUST004010,Female,34,Bangalore,48,192860,Gold,2021-01-01
CUST004011,Female,26,Hyderabad,11,61438,Silver,2020-07-07
CUST004012,Male,51,Chennai,61,202088,Gold,2021-09-24
CUST004013,Female,50,Kolkata,52,139764,Gold,2022-06-20
CUST004014,Male,39,Mumbai,33,249916,Silver,2020-08-27
CUST004015,Male,38,Kolkata,44,33478,Silver,2020-07-28
CUST004016,Female,60,Chennai,32,174119,Gold,2025-03-03
CUST004017,Female,32,Kolkata,2,205837,Gold,2020-12-10
CUST004018,Male,18,Pune,7,199259,Gold,2023-06-16
CUST004019,Male,24,Bangalore,51,188631,Silver,2022-06-29
CUST004020,Female,40,Pune,62,63390,Platinum,2023-03-29
CUST004021,Female,68,Delhi,12,176865,Silver,2022-12-08
CUST004022,Male,64,Pune,67,202359,Platinum,2024-08-21
CUST004023,Female,23,Chennai,22,166649,Gold,2020-08-31
CUST004024,Female,37,Pune,39,158337,Gold,2022-07-18
CUST004025,Female,43,Mumbai,14,204755,Silver,2023-05-28
CUST004026,Male,59,Kolkata,16,139974,Gold,2021-01-06
CUST004027,Male,29,Delhi,71,247640,Platinum,2020-11-26
CUST004028,Male,30,Chennai,18,137548,Gold,2024-10-02
CUST004029,Female,64,Hyderabad,47,193942,Silver,2024-08-24
CUST004030,Female,68,Hyderabad,51,62919,Silver,2023-02-09
CUST004031,Male,66,Hyderabad,39,92450,Silver,2022-09-16
CUST004032,Male,30,Kolkata,17,71601,Silver,2021-04-09
CUST004033,Male,19,Chennai,60,169411,Silver,2020-09-27
CUST004034,Female,49,Kolkata,6,131940,Silver,2021-04-07
CUST004035,Male,67,Bangalore,46,106497,Gold,2024-11-30
CUST004036,Male,48,Mumbai,69,197045,Silver,2023-12-28
CUST004037,Female,28,Delhi,33,232289,Silver,2024-05-03
CUST004038,Female,54,Pune,55,35030,Platinum,2021-09-02
CUST004039,Female,21,Hyderabad,33,191053,Gold,2025-01-08
CUST004040,Male,51,Delhi,69,65958,Silver,2021-11-30
CUST004041,Female,33,Bangalore,20,237181,Silver,2021-06-04
CUST004042,Female,48,Hyderabad,23,82381,Silver,2023-03-16
CUST004043,Male,42,Delhi,37,206132,Gold,2024-11-30
CUST004044,Female,56,Chennai,46,119823,Silver,2025-02-11
CUST004045,Male,25,Mumbai,27,65991,Gold,2020-07-26
CUST004046,Male,25,Mumbai,63,124539,Silver,2022-07-02
CUST004047,Female,51,Bangalore,4,189377,Platinum,2023-11-15
CUST004048,Female,32,Delhi,58,83799,Gold,2020-10-16
CUST004049,Female,22,Bangalore,15,78808,Platinum,2025-04-25
CUST004050,Female,36,Bangalore,58,74644,Gold,2021-03-12
CUST004051,Female,27,Bangalore,51,56420,Gold,2021-02-26
CUST004052,Female,26,Kolkata,60,187839,Gold,2022-11-29
CUST004053,Male,46,Mumbai,69,38003,Silver,2023-04-20
CUST004054,Male,69,Kolkata,34,187423,Silver,2021-01-27
CUST004055,Female,57,Pune,66,215443,Silver,2022-09-26
CUST004056,Male,54,Kolkata,29,98159,Silver,2024-09-15
CUST004057,Female,36,Mumbai,5,185245,Platinum,2023-09-18
CUST004058,Male,30,Bangalore,2,139785,Silver,2022-01-06
CUST004059,Male,63,Delhi,3,235086,Platinum,2025-03-08
CUST004060,Male,57,Bangalore,41,87740,Platinum,2022-11-27
CUST004061,Female,33,Chennai,22,190527,Silver,2023-03-16
CUST004062,Male,47,Bangalore,62,219108,Silver,2022-07-26
CUST004063,Female,22,Chennai,48,29860,Platinum,2023-03-26
CUST004064,Male,50,Kolkata,5,201316,Silver,2023-06-07
CUST004065,Male,36,Delhi,4,84499,Gold,2023-02-27
CUST004066,Male,36,Mumbai,33,48067,Silver,2024-07-17
CUST004067,Male,34,Hyderabad,50,233839,Gold,2024-11-29
CUST004068,Male,41,Chennai,8,116566,Silver,2024-10-02
CUST004069,Female,45,Mumbai,48,111566,Gold,2024-03-13
CUST004070,Female,59,Delhi,13,205150,Gold,2025-03-07
CUST004071,Male,54,Mumbai,26,79102,Silver,2020-12-12
CUST004072,Male,39,Kolkata,51,37715,Silver,2022-10-22
CUST004073,Male,56,Delhi,35,206237,Gold,2024-01-11
CUST004074,Male,33,Hyderabad,47,163172,Gold,2020-10-23
CUST004075,Female,52,Chennai,64,65788,Gold,2024-01-15
CUST004076,Male,44,Chennai,27,156221,Platinum,2021-09-07
CUST004077,Female,29,Hyderabad,46,104645,Gold,2023-04-24
CUST004078,Male,63,Chennai,34,112236,Silver,2021-07-13
CUST004079,Female,45,Delhi,63,33536,Silver,2020-09-13
CUST004080,Male,69,Mumbai,43,206419,Gold,2024-04-19
CUST004081,Male,18,Hyderabad,24,87015,Silver,2020-05-20
CUST004082,Female,56,Chennai,17,120261,Silver,2021-04-27
CUST004083,Male,35,Pune,44,190278,Platinum,2021-05-04
CUST004084,Male,40,Delhi,66,220458,Silver,2025-01-07
CUST004085,Male,39,Delhi,61,78978,Silver,2023-10-12
CUST004086,Female,21,Chennai,40,27699,Gold,2024-08-08
CUST004087,Male,65,Delhi,3,213330,Silver,2024-02-26
CUST004088,Male,28,Bangalore,23,65613,Silver,2025-04-04
CUST004089,Female,35,Mumbai,7,122417,Silver,2020-08-06
CUST004090,Female,65,Delhi,56,24915,Platinum,2020-09-10
CUST004091,Female,24,Delhi,62,142477,Silver,2025-02-21
CUST004092,Male,38,Chennai,27,249221,Platinum,2024-03-13
CUST004093,Male,52,Bangalore,43,170940,Silver,2023-02-02
CUST004094,Male,54,Chennai,54,93246,Silver,2024-08-27
CUST004095,Female,67,Kolkata,39,26517,Silver,2024-06-14
CUST004096,Male,47,Bangalore,42,172152,Silver,2024-06-18
CUST004097,Male,34,Delhi,30,194834,Gold,2021-02-18
CUST004098,Female,50,Mumbai,42,38176,Silver,2023-08-16
CUST004099,Female,33,Bangalore,49,57509,Silver,2023-04-23
CUST004100,Female,32,Chennai,15,169776,Platinum,2022-03-24
CUST004101,Female,30,Delhi,43,162459,Silver,2022-08-29
CUST004102,Female,56,Pune,35,64552,Silver,2024-03-05
CUST004103,Male,20,Chennai,42,79255,Silver,2023-11-30
CUST004104,Female,41,Mumbai,32,184928,Silver,2021-08-11
CUST004105,Male,40,Bangalore,48,242990,Silver,2023-06-17
CUST004106,Male,62,Hyderabad,25,239130,Silver,2023-07-25
CUST004107,Female,65,Mumbai,24,46000,Gold,2022-07-23
CUST004108,Female,18,Pune,68,178007,Gold,2022-11-10
CUST004109,Female,49,Delhi,35,178847,Silver,2022-10-21
CUST004110,Male,50,Mumbai,36,193041,Platinum,2025-04-15
CUST004111,Female,65,Mumbai,66,115424,Silver,2023-12-20
CUST004112,Female,47,Delhi,40,238010,Gold,2020-06-15
CUST004113,Female,19,Hyderabad,70,27474,Platinum,2021-09-08
CUST004114,Female,35,Mumbai,7,30309,Gold,2024-08-31
CUST004115,Female,47,Delhi,52,48307,Silver,2022-03-24
CUST004116,Male,35,Chennai,43,181269,Silver,2020-05-17
CUST004117,Male,22,Mumbai,5,35953,Silver,2021-08-22
CUST004118,Male,22,Kolkata,24,24557,Silver,2021-03-23
CUST004119,Female,25,Hyderabad,42,44862,Silver,2022-01-26
CUST004120,Female,26,Pune,34,118553,Gold,2023-06-27
CUST004121,Female,49,Kolkata,26,182193,Silver,2024-10-15
CUST004122,Male,31,Mumbai,36,49938,Gold,2024-11-22
CUST004123,Female,30,Hyderabad,17,98353,Silver,2020-05-14
CUST004124,Female,35,Chennai,69,97670,Gold,2023-06-23
CUST004125,Female,21,Delhi,6,244709,Silver,2025-01-14
CUST004126,Male,67,Kolkata,34,82242,Gold,2020-10-15
CUST004127,Female,39,Hyderabad,53,88226,Gold,2024-10-21
CUST004128,Male,37,Chennai,37,187196,Silver,2023-11-16
CUST004129,Female,32,Chennai,20,67142,Gold,2022-05-29
CUST004130,Male,24,Hyderabad,58,241363,Gold,2024-07-21
CUST004131,Male,30,Chennai,59,89945,Gold,2024-09-06
CUST004132,Male,51,Mumbai,11,143107,Silver,2020-10-13
CUST004133,Female,58,Pune,40,54280,Silver,2021-03-29
CUST004134,Female,47,Chennai,56,152564,Gold,2021-01-07
CUST004135,Male,22,Kolkata,21,193543,Platinum,2024-08-14
CUST004136,Male,18,Pune,69,229389,Silver,2024-01-16
CUST004137,Female,48,Delhi,46,69207,Silver,2020-10-05
CUST004138,Female,68,Bangalore,67,224150,Silver,2020-06-06
CUST004139,Male,37,Mumbai,32,157529,Gold,2022-01-02
CUST004140,Female,36,Chennai,4,220323,Platinum,2025-01-10
CUST004141,Female,46,Pune,26,229976,Gold,2020-10-08
CUST004142,Female,62,Hyderabad,31,118682,Silver,2022-07-26
CUST004143,Female,55,Kolkata,61,220548,Gold,2023-01-15
CUST004144,Male,27,Bangalore,17,169056,Silver,2021-04-11
CUST004145,Female,46,Pune,53,41742,Silver,2021-08-10
CUST004146,Female,48,Hyderabad,46,165811,Gold,2023-02-22
CUST004147,Male,28,Kolkata,8,224809,Silver,2020-12-18
CUST004148,Male,40,Kolkata,30,88115,Gold,2022-12-19
CUST004149,Female,47,Bangalore,18,85892,Silver,2024-07-06
CUST004150,Female,42,Hyderabad,57,239348,Silver,2021-10-10
CUST004151,Female,33,Bangalore,8,80012,Silver,2023-01-03
CUST004152,Female,40,Delhi,26,51187,Silver,2022-12-04
CUST004153,Male,50,Chennai,21,171036,Silver,2020-12-17
CUST004154,Male,68,Mumbai,48,87495,Silver,2025-01-29
CUST004155,Male,54,Chennai,51,227461,Gold,2021-08-31
CUST004156,Female,45,Mumbai,62,183378,Gold,2022-05-21
CUST004157,Female,44,Delhi,71,147500,Gold,2020-11-04
CUST004158,Female,23,Hyderabad,43,96920,Silver,2021-12-10
CUST004159,Female,55,Bangalore,2,60703,Platinum,2024-02-27
CUST004160,Male,54,Mumbai,21,49951,Silver,2023-10-13
CUST004161,Male,23,Delhi,62,43707,Silver,2023-09-03
CUST004162,Female,42,Kolkata,4,50030,Silver,2024-12-04
CUST004163,Male,30,Pune,53,96251,Silver,2024-02-02
CUST004164,Female,50,Chennai,26,48444,Gold,2025-03-12
CUST004165,Female,50,Pune,11,120987,Gold,2025-02-08
CUST004166,Male,42,Mumbai,49,119299,Platinum,2024-06-27
CUST004167,Female,31,Mumbai,42,72544,Silver,2022-09-14
CUST004168,Female,57,Delhi,28,217491,Gold,2022-05-05
CUST004169,Male,58,Bangalore,40,184729,Gold,2021-10-29
CUST004170,Female,59,Mumbai,47,127222,Silver,2024-08-12
CUST004171,Female,55,Bangalore,50,90424,Gold,2023-09-21
CUST004172,Male,26,Pune,45,120197,Silver,2021-01-21
CUST004173,Female,35,Delhi,14,104666,Silver,2025-01-06
CUST004174,Male,32,Kolkata,29,123218,Silver,2020-10-14
CUST004175,Female,21,Mumbai,40,61339,Silver,2021-02-10
CUST004176,Male,51,Chennai,53,31591,Silver,2023-03-30
CUST004177,Male,55,Pune,27,44962,Silver,2020-08-08
CUST004178,Male,34,Bangalore,54,226024,Gold,2025-04-04
CUST004179,Female,24,Bangalore,40,159370,Silver,2023-07-23
CUST004180,Male,49,Chennai,64,103813,Gold,2024-10-25
CUST004181,Male,40,Pune,43,157880,Platinum,2023-05-03
CUST004182,Male,37,Pune,59,96315,Gold,2023-09-10
CUST004183,Male,64,Hyderabad,26,24602,Platinum,2024-08-09
CUST004184,Male,19,Chennai,58,204364,Platinum,2024-02-14
CUST004185,Female,38,Bangalore,8,117699,Silver,2024-08-11
CUST004186,Female,29,Chennai,70,185539,Gold,2021-10-08
CUST004187,Female,59,Pune,60,36016,Gold,2022-10-07
CUST004188,Female,66,Pune,50,142563,Platinum,2021-01-24
CUST004189,Female,44,Pune,70,229946,Gold,2024-06-20
CUST004190,Female,67,Bangalore,38,96947,Gold,2021-04-07
CUST004191,Female,65,Delhi,6,85387,Silver,2022-02-01
CUST004192,Male,27,Bangalore,13,202078,Silver,2021-08-20
CUST004193,Female,25,Hyderabad,32,230063,Silver,2024-03-22
CUST004194,Male,38,Kolkata,37,173325,Gold,2021-05-07
CUST004195,Male,39,Hyderabad,1,105855,Gold,2024-08-22
CUST004196,Female,30,Chennai,1,133936,Silver,2023-11-10
CUST004197,Male,65,Pune,55,100755,Silver,2023-09-27
CUST004198,Male,57,Kolkata,24,204225,Gold,2020-10-26
CUST004199,Male,29,Mumbai,11,49585,Gold,2020-05-22
CUST004200,Male,34,Kolkata,26,47074,Gold,2021-04-30
CUST004201,Female,65,Kolkata,28,101328,Gold,2023-03-30
CUST004202,Female,26,Chennai,10,80746,Gold,2021-12-26
CUST004203,Female,68,Chennai,53,150827,Silver,2023-08-04
CUST004204,Female,66,Pune,48,120056,Gold,2022-10-09
CUST004205,Female,57,Pune,26,223300,Silver,2020-07-23
CUST004206,Female,29,Hyderabad,57,192944,Silver,2022-07-11
CUST004207,Female,26,Delhi,64,65793,Platinum,2023-08-25
CUST004208,Female,47,Delhi,41,184819,Gold,2020-07-31
CUST004209,Female,23,Kolkata,41,222809,Silver,2021-03-05
CUST004210,Female,42,Hyderabad,36,64752,Silver,2024-01-19
CUST004211,Male,45,Delhi,44,199795,Gold,2024-11-13
CUST004212,Female,27,Delhi,43,246050,Gold,2022-07-15
CUST004213,Male,58,Chennai,23,111008,Gold,2025-01-04
CUST004214,Male,45,Hyderabad,43,184187,Platinum,2023-01-07
CUST004215,Male,46,Kolkata,22,224415,Silver,2025-05-04
CUST004216,Male,53,Pune,18,27214,Platinum,2021-07-02
CUST004217,Female,28,Mumbai,63,175877,Gold,2020-06-26
CUST004218,Male,38,Hyderabad,65,158232,Silver,2023-02-22
CUST004219,Female,55,Pune,14,133663,Platinum,2023-03-31
CUST004220,Female,43,Hyderabad,51,31896,Gold,2020-06-30
CUST004221,Male,35,Hyderabad,47,102373,Silver,2021-02-19
CUST004222,Female,21,Kolkata,15,140747,Platinum,2021-05-14
CUST004223,Male,61,Kolkata,17,106613,Silver,2020-08-28
CUST004224,Male,58,Chennai,60,179800,Silver,2020-10-03
CUST004225,Female,32,Pune,16,166407,Silver,2021-11-28
CUST004226,Female,40,Hyderabad,65,200483,Gold,2024-11-26
CUST004227,Male,58,Delhi,15,184588,Gold,2021-03-22
CUST004228,Female,23,Mumbai,70,60663,Platinum,2022-06-12
CUST004229,Female,60,Pune,32,33065,Gold,2023-08-26
CUST004230,Female,24,Bangalore,37,114192,Gold,2020-10-11
CUST004231,Male,63,Hyderabad,6,212105,Platinum,2023-05-24
CUST004232,Male,65,Hyderabad,11,108257,Silver,2022-08-01
CUST004233,Female,32,Kolkata,25,169711,Platinum,2020-08-03
CUST004234,Female,69,Kolkata,65,133353,Silver,2023-02-18
CUST004235,Female,26,Bangalore,6,219926,Gold,2020-10-18
CUST004236,Female,68,Pune,31,221462,Silver,2022-07-18
CUST004237,Female,47,Kolkata,16,38137,Silver,2024-10-07
CUST004238,Male,61,Kolkata,69,206941,Silver,2025-05-01
CUST004239,Female,60,Pune,45,192166,Platinum,2023-05-09
CUST004240,Male,45,Delhi,11,227617,Silver,2022-09-25
CUST004241,Female,47,Chennai,5,148293,Gold,2021-08-24
CUST004242,Male,25,Mumbai,12,33275,Silver,2021-04-03
CUST004243,Female,52,Chennai,10,181177,Gold,2023-02-06
CUST004244,Male,68,Delhi,3,28269,Gold,2024-02-27
CUST004245,Female,52,Hyderabad,14,177383,Silver,2024-05-29
CUST004246,Male,43,Delhi,51,220074,Silver,2024-08-11
CUST004247,Male,47,Pune,25,212928,Platinum,2022-08-07
CUST004248,Male,52,Bangalore,19,75884,Silver,2020-12-17
CUST004249,Male,55,Chennai,60,231558,Platinum,2020-07-12
CUST004250,Male,28,Delhi,53,27986,Silver,2020-09-27
CUST004251,Male,37,Chennai,54,156173,Gold,2023-01-05
CUST004252,Female,63,Kolkata,70,25701,Silver,2024-05-27
CUST004253,Male,48,Bangalore,70,87508,Gold,2023-03-30
CUST004254,Female,51,Bangalore,33,34738,Platinum,2024-02-24
CUST004255,Female,29,Hyderabad,27,168059,Silver,2021-01-20
CUST004256,Female,65,Hyderabad,17,201015,Silver,2022-04-12
CUST004257,Female,45,Kolkata,66,161975,Gold,2023-02-03
CUST004258,Female,20,Chennai,24,44994,Silver,2024-06-30
CUST004259,Male,65,Chennai,24,110608,Silver,2021-02-24
CUST004260,Male,59,Mumbai,34,187686,Gold,2020-11-02
CUST004261,Male,69,Chennai,28,207336,Silver,2022-05-13
CUST004262,Female,22,Bangalore,15,226336,Gold,2024-05-25
CUST004263,Male,30,Chennai,54,213266,Gold,2020-06-03
CUST004264,Male,29,Chennai,71,112211,Silver,2020-10-08
CUST004265,Male,18,Kolkata,61,73701,Gold,2022-07-11
CUST004266,Male,69,Hyderabad,7,62729,Platinum,2023-10-28
CUST004267,Male,60,Hyderabad,48,91195,Silver,2022-01-30
CUST004268,Female,36,Mumbai,36,208007,Platinum,2022-11-09
CUST004269,Male,46,Bangalore,40,92700,Silver,2022-10-31
CUST004270,Female,64,Bangalore,42,147269,Gold,2023-02-07
CUST004271,Female,67,Kolkata,53,45458,Silver,2022-03-15
CUST004272,Female,65,Mumbai,22,172802,Gold,2024-10-07
CUST004273,Female,56,Delhi,50,123569,Silver,2023-06-11
CUST004274,Female,59,Kolkata,35,58362,Silver,2021-09-30
CUST004275,Male,42,Bangalore,26,23640,Platinum,2020-07-14
CUST004276,Male,33,Kolkata,9,80922,Silver,2024-11-18
CUST004277,Male,34,Chennai,65,145752,Gold,2023-05-26
CUST004278,Female,45,Kolkata,46,211025,Platinum,2022-07-21
CUST004279,Male,56,Kolkata,27,39465,Platinum,2024-01-04
CUST004280,Male,60,Kolkata,2,112206,Gold,2021-06-30
CUST004281,Female,66,Bangalore,55,167599,Platinum,2021-06-13
CUST004282,Female,22,Mumbai,54,54119,Silver,2022-01-22
CUST004283,Female,18,Mumbai,14,213851,Gold,2020-08-02
CUST004284,Female,20,Hyderabad,45,181706,Silver,2024-02-07
CUST004285,Male,65,Pune,41,93414,Silver,2021-09-19
CUST004286,Female,41,Hyderabad,2,195692,Gold,2024-05-15
CUST004287,Female,46,Delhi,6,143701,Silver,2023-03-19
CUST004288,Male,32,Mumbai,8,176218,Platinum,2023-01-28
CUST004289,Male,21,Kolkata,6,97867,Platinum,2024-12-02
CUST004290,Female,61,Chennai,57,38991,Silver,2020-06-20
CUST004291,Male,18,Chennai,28,24334,Silver,2025-02-17
CUST004292,Female,66,Pune,71,102634,Platinum,2023-01-15
CUST004293,Female,32,Chennai,42,142815,Silver,2025-04-17
CUST004294,Male,41,Hyderabad,40,48980,Platinum,2021-04-16
CUST004295,Male,69,Kolkata,43,149954,Gold,2021-04-23
CUST004296,Female,48,Delhi,9,85092,Platinum,2025-02-01
CUST004297,Female,37,Chennai,35,89788,Silver,2021-08-22
CUST004298,Female,27,Chennai,4,235382,Gold,2021-10-05
CUST004299,Male,28,Mumbai,47,185171,Silver,2022-08-05
CUST004300,Female,35,Bangalore,38,186948,Gold,2024-03-01
CUST004301,Female,51,Chennai,46,133273,Gold,2021-03-13
CUST004302,Female,45,Delhi,15,103412,Silver,2024-01-22
CUST004303,Female,55,Bangalore,35,20225,Silver,2020-07-02
CUST004304,Female,33,Mumbai,60,72513,Silver,2022-01-14
CUST004305,Male,41,Bangalore,55,131632,Gold,2024-04-13
CUST004306,Female,56,Mumbai,40,212048,Silver,2021-01-31
CUST004307,Female,68,Kolkata,69,242705,Gold,2021-09-09
CUST004308,Female,29,Delhi,5,176684,Silver,2021-11-14
CUST004309,Female,67,Chennai,19,232671,Silver,2025-01-07
CUST004310,Male,59,Kolkata,61,199588,Gold,2025-02-13
CUST004311,Male,24,Mumbai,12,248958,Gold,2023-06-22
CUST004312,Male,53,Mumbai,51,197396,Silver,2020-10-29
CUST004313,Female,34,Kolkata,34,226544,Gold,2020-07-26
CUST004314,Female,66,Pune,38,145399,Silver,2024-06-05
CUST004315,Male,21,Kolkata,44,55792,Gold,2023-08-12
CUST004316,Male,54,Kolkata,24,247119,Silver,2022-05-18
CUST004317,Male,50,Delhi,64,92941,Silver,2021-11-30
CUST004318,Female,36,Delhi,44,152687,Silver,2022-07-27
CUST004319,Female,43,Pune,14,235769,Silver,2022-09-26
CUST004320,Male,28,Mumbai,31,180714,Platinum,2023-06-04
CUST004321,Male,48,Hyderabad,54,239287,Platinum,2021-01-06
CUST004322,Male,18,Kolkata,5,193553,Silver,2021-06-26
CUST004323,Female,57,Bangalore,30,88702,Gold,2024-02-29
CUST004324,Female,53,Bangalore,59,242885,Platinum,2024-04-25
CUST004325,Female,46,Chennai,34,135203,Silver,2022-12-21
CUST004326,Male,42,Pune,57,60709,Gold,2021-05-29
CUST004327,Male,64,Chennai,1,71361,Gold,2023-09-11
