ticket_id,customer_id,issue_type,resolution_time_hours,satisfaction_score
TICK012029,CUST012163,Refund,49,1
TICK012030,CUST023933,Payment Issue,112,5
TICK012031,CUST049447,Payment Issue,99,5
TICK012032,CUST003411,Late Delivery,112,5
TICK012033,CUST007074,Refund,83,2
TICK012034,CUST049969,Wrong Item,41,3
TICK012035,CUST022170,Refund,111,3
TICK012036,CUST048602,Wrong Item,66,1
TICK012037,CUST048011,Damaged Product,75,3
TICK012038,CUST013946,Wrong Item,56,3
TICK012039,CUST000368,Wrong Item,82,3
TICK012040,CUST007518,Wrong Item,115,2
TICK012041,CUST048447,Payment Issue,55,5
TICK012042,CUST002204,Wrong Item,95,2
TICK012043,CUST021666,Late Delivery,36,2
TICK012044,CUST023868,Payment Issue,74,1
TICK012045,CUST044388,Late Delivery,99,1
TICK012046,CUST001047,Late Delivery,34,1
TICK012047,CUST027016,Late Delivery,70,5
TICK012048,CUST016978,Refund,37,3
TICK012049,CUST025225,Refund,115,2
TICK012050,CUST027824,Damaged Product,8,3
TICK012051,CUST022773,Wrong Item,39,4
TICK012052,CUST014012,Late Delivery,10,5
TICK012053,CUST010032,Wrong Item,98,1
TICK012054,CUST025957,Wrong Item,20,2
TICK012055,CUST033623,Late Delivery,2,3
TICK012056,CUST028534,Refund,2,5
TICK012057,CUST008132,Refund,45,1
TICK012058,CUST036078,Refund,66,3
TICK012059,CUST040901,Damaged Product,33,2
TICK012060,CUST009111,Late Delivery,53,3
TICK012061,CUST004757,Refund,115,4
TICK012062,CUST023962,Late Delivery,58,1
TICK012063,CUST034525,Damaged Product,37,5
TICK012064,CUST012425,Wrong Item,118,4
TICK012065,CUST014364,Damaged Product,84,4
TICK012066,CUST028698,Refund,36,2
TICK012067,CUST025258,Payment Issue,26,4
TICK012068,CUST010476,Late Delivery,117,2
TICK012069,CUST003213,Wrong Item,18,1
TICK012070,CUST048574,Payment Issue,40,2
TICK012071,CUST034803,Refund,67,2
TICK012072,CUST047319,Wrong Item,18,2
TICK012073,CUST029208,Wrong Item,68,2
TICK012074,CUST042243,Damaged Product,112,3
TICK012075,CUST013452,Wrong Item,17,4
TICK012076,CUST022314,Refund,43,5
TICK012077,CUST043778,Wrong Item,107,5
TICK012078,CUST013717,Late Delivery,88,4
TICK012079,CUST009566,Damaged Product,40,3
TICK012080,CUST010317,Wrong Item,48,2
TICK012081,CUST038917,Late Delivery,74,3
TICK012082,CUST019409,Damaged Product,59,4
TICK012083,CUST037210,Damaged Product,8,5
TICK012084,CUST038124,Damaged Product,43,2
TICK012085,CUST016150,Damaged Product,93,2
TICK012086,CUST012414,Refund,111,5
TICK012087,CUST006821,Late Delivery,87,1
TICK012088,CUST001836,Refund,76,3
TICK012089,CUST033337,Refund,35,1
TICK012090,CUST029600,Late Delivery,108,5
TICK012091,CUST023084,Payment Issue,114,3
TICK012092,CUST023396,Refund,88,1
TICK012093,CUST036008,Late Delivery,93,4
TICK012094,CUST016681,Damaged Product,114,5
TICK012095,CUST015549,Refund,75,1
TICK012096,CUST019374,Refund,17,5
TICK012097,CUST000770,Wrong Item,55,1
TICK012098,CUST016282,Wrong Item,21,3
TICK012099,CUST017453,Payment Issue,107,1
TICK012100,CUST002920,Wrong Item,16,3
TICK012101,CUST024247,Wrong Item,102,1
TICK012102,CUST026380,Damaged Product,16,2
TICK012103,CUST026652,Refund,24,1
TICK012104,CUST043474,Refund,9,5
TICK012105,CUST029699,Late Delivery,85,5
TICK012106,CUST044898,Refund,97,4
TICK012107,CUST002911,Damaged Product,20,4
TICK012108,CUST042006,Late Delivery,99,2
TICK012109,CUST022605,Wrong Item,92,1
TICK012110,CUST027564,Payment Issue,119,2
TICK012111,CUST019444,Wrong Item,97,5
TICK012112,CUST049421,Damaged Product,55,2
TICK012113,CUST021666,Refund,117,4
TICK012114,CUST008097,Late Delivery,83,4
TICK012115,CUST007935,Wrong Item,61,4
TICK012116,CUST026578,Payment Issue,102,5
TICK012117,CUST003430,Payment Issue,71,1
TICK012118,CUST034897,Payment Issue,3,2
TICK012119,CUST049549,Refund,14,2
TICK012120,CUST031239,Damaged Product,95,3
TICK012121,CUST017885,Late Delivery,1,3
TICK012122,CUST016201,Late Delivery,13,3
TICK012123,CUST018505,Wrong Item,27,3
TICK012124,CUST033271,Wrong Item,7,3
TICK012125,CUST033475,Refund,5,4
TICK012126,CUST009905,Damaged Product,102,2
TICK012127,CUST018523,Refund,71,1
TICK012128,CUST040024,Refund,78,5
TICK012129,CUST023693,Wrong Item,97,3
TICK012130,CUST021836,Late Delivery,24,1
TICK012131,CUST028168,Damaged Product,25,4
TICK012132,CUST015980,Payment Issue,23,1
TICK012133,CUST037839,Damaged Product,42,2
TICK012134,CUST004168,Payment Issue,55,1
TICK012135,CUST047966,Wrong Item,17,5
TICK012136,CUST008271,Damaged Product,77,5
TICK012137,CUST038741,Late Delivery,28,2
TICK012138,CUST035169,Wrong Item,4,5
TICK012139,CUST014294,Damaged Product,8,4
TICK012140,CUST035949,Damaged Product,115,5
TICK012141,CUST023603,Refund,3,3
TICK012142,CUST000117,Wrong Item,37,1
TICK012143,CUST018962,Payment Issue,114,2
TICK012144,CUST038000,Damaged Product,108,4
TICK012145,CUST013083,Wrong Item,18,2
TICK012146,CUST018909,Refund,24,4
TICK012147,CUST035907,Late Delivery,73,3
TICK012148,CUST022726,Wrong Item,95,5
TICK012149,CUST038443,Late Delivery,110,5
TICK012150,CUST044573,Payment Issue,48,3
TICK012151,CUST016820,Damaged Product,40,3
TICK012152,CUST036565,Damaged Product,52,1
TICK012153,CUST019678,Late Delivery,76,3
TICK012154,CUST010079,Wrong Item,3,2
TICK012155,CUST004001,Refund,101,2
TICK012156,CUST021040,Damaged Product,49,3
TICK012157,CUST048120,Refund,16,5
TICK012158,CUST047990,Late Delivery,15,1
TICK012159,CUST029088,Refund,110,1
TICK012160,CUST048613,Late Delivery,108,1
TICK012161,CUST036383,Damaged Product,67,3
TICK012162,CUST032314,Damaged Product,55,4
TICK012163,CUST033819,Payment Issue,69,3
TICK012164,CUST000870,Wrong Item,82,1
TICK012165,CUST031124,Refund,37,1
TICK012166,CUST023539,Refund,65,4
TICK012167,CUST012569,Payment Issue,71,5
TICK012168,CUST045710,Damaged Product,34,2
TICK012169,CUST046969,Wrong Item,116,5
TICK012170,CUST041885,Late Delivery,24,5
TICK012171,CUST028405,Wrong Item,26,4
TICK012172,CUST019586,Refund,1,1
TICK012173,CUST036297,Refund,83,3
TICK012174,CUST012482,Payment Issue,26,4
TICK012175,CUST009829,Damaged Product,6,4
TICK012176,CUST008586,Payment Issue,99,1
TICK012177,CUST046537,Payment Issue,101,2
TICK012178,CUST007728,Damaged Product,24,2
TICK012179,CUST048007,Payment Issue,70,5
TICK012180,CUST013710,Refund,94,1
TICK012181,CUST008378,Wrong Item,102,1
TICK012182,CUST033734,Late Delivery,57,3
TICK012183,CUST034284,Late Delivery,93,1
TICK012184,CUST000653,Refund,88,4
TICK012185,CUST020953,Late Delivery,118,4
TICK012186,CUST005479,Damaged Product,98,4
TICK012187,CUST047903,Refund,42,4
TICK012188,CUST032123,Wrong Item,100,3
TICK012189,CUST034620,Late Delivery,110,5
TICK012190,CUST006025,Payment Issue,42,2
TICK012191,CUST027824,Refund,22,3
TICK012192,CUST018100,Wrong Item,52,5
TICK012193,CUST036561,Refund,110,4
TICK012194,CUST038378,Payment Issue,56,4
TICK012195,CUST029373,Payment Issue,19,2
TICK012196,CUST032431,Damaged Product,117,2
TICK012197,CUST036417,Damaged Product,87,4
TICK012198,CUST039464,Late Delivery,16,1
TICK012199,CUST044005,Refund,15,4
TICK012200,CUST035914,Refund,79,4
TICK012201,CUST017859,Late Delivery,51,5
TICK012202,CUST029692,Damaged Product,19,5
TICK012203,CUST021095,Damaged Product,2,3
TICK012204,CUST007755,Payment Issue,83,5
TICK012205,CUST021510,Damaged Product,106,3
TICK012206,CUST045695,Payment Issue,91,4
TICK012207,CUST005919,Damaged Product,20,2
TICK012208,CUST001532,Late Delivery,45,1
TICK012209,CUST001452,Damaged Product,33,5
TICK012210,CUST007928,Refund,5,5
TICK012211,CUST023863,Refund,63,3
TICK012212,CUST041555,Wrong Item,89,1
TICK012213,CUST046856,Damaged Product,17,4
TICK012214,CUST045548,Wrong Item,4,2
TICK012215,CUST033986,Wrong Item,51,5
TICK012216,CUST022556,Damaged Product,12,3
TICK012217,CUST044185,Refund,116,2
TICK012218,CUST035222,Payment Issue,25,2
TICK012219,CUST033746,Refund,6,1
TICK012220,CUST046605,Refund,73,5
TICK012221,CUST040189,Late Delivery,72,2
TICK012222,CUST045777,Damaged Product,5,3
TICK012223,CUST001679,Damaged Product,26,4
TICK012224,CUST038194,Late Delivery,90,1
TICK012225,CUST027447,Wrong Item,32,4
TICK012226,CUST008921,Refund,111,3
TICK012227,CUST034447,Refund,117,2
TICK012228,CUST027075,Payment Issue,21,3
TICK012229,CUST037721,Wrong Item,10,3
TICK012230,CUST001824,Wrong Item,56,4
TICK012231,CUST046367,Late Delivery,16,3
TICK012232,CUST038108,Payment Issue,53,4
TICK012233,CUST041448,Payment Issue,11,2
TICK012234,CUST006254,Wrong Item,9,4
TICK012235,CUST002586,Late Delivery,113,2
TICK012236,CUST013235,Late Delivery,3,2
TICK012237,CUST011656,Refund,42,1
TICK012238,CUST043445,Refund,40,4
TICK012239,CUST028809,Late Delivery,64,5
TICK012240,CUST004118,Refund,1,4
TICK012241,CUST047156,Payment Issue,57,5
TICK012242,CUST027714,Late Delivery,30,3
TICK012243,CUST035396,Wrong Item,49,2
TICK012244,CUST034209,Late Delivery,92,3
TICK012245,CUST040356,Refund,57,4
TICK012246,CUST008562,Payment Issue,108,3
TICK012247,CUST010945,Damaged Product,19,3
TICK012248,CUST048868,Payment Issue,20,4
TICK012249,CUST000318,Wrong Item,37,5
TICK012250,CUST029919,Refund,35,5
TICK012251,CUST006513,Wrong Item,106,1
TICK012252,CUST036266,Late Delivery,88,1
TICK012253,CUST001129,Refund,92,1
TICK012254,CUST047375,Payment Issue,88,5
TICK012255,CUST001578,Payment Issue,24,1
TICK012256,CUST043169,Damaged Product,68,5
TICK012257,CUST034908,Wrong Item,43,1
TICK012258,CUST042392,Refund,65,4
TICK012259,CUST029987,Late Delivery,42,4
TICK012260,CUST020592,Wrong Item,41,4
TICK012261,CUST027347,Late Delivery,37,1
TICK012262,CUST021603,Wrong Item,94,1
TICK012263,CUST044205,Wrong Item,86,2
TICK012264,CUST036548,Payment Issue,115,1
TICK012265,CUST046987,Damaged Product,115,1
TICK012266,CUST004851,Wrong Item,30,1
TICK012267,CUST042616,Refund,12,5
TICK012268,CUST037693,Damaged Product,51,3
TICK012269,CUST041429,Refund,64,5
TICK012270,CUST035929,Damaged Product,57,2
TICK012271,CUST015715,Wrong Item,35,3
TICK012272,CUST038470,Late Delivery,20,3
TICK012273,CUST040608,Damaged Product,6,5
TICK012274,CUST009819,Damaged Product,40,4
TICK012275,CUST038270,Wrong Item,86,1
TICK012276,CUST020739,Payment Issue,77,2
TICK012277,CUST034372,Wrong Item,98,5
TICK012278,CUST011630,Late Delivery,119,5
TICK012279,CUST017382,Wrong Item,90,5
TICK012280,CUST021164,Refund,79,2
TICK012281,CUST022526,Damaged Product,110,3
TICK012282,CUST007487,Late Delivery,113,1
TICK012283,CUST039290,Wrong Item,33,5
TICK012284,CUST030849,Wrong Item,31,3
TICK012285,CUST017812,Damaged Product,37,4
TICK012286,CUST008542,Late Delivery,48,2
TICK012287,CUST032740,Refund,114,3
TICK012288,CUST038040,Wrong Item,13,2
TICK012289,CUST046296,Late Delivery,109,3
TICK012290,CUST006190,Refund,50,5
TICK012291,CUST049367,Wrong Item,22,1
TICK012292,CUST042309,Late Delivery,53,5
TICK012293,CUST029461,Refund,105,2
TICK012294,CUST008908,Refund,5,4
TICK012295,CUST023503,Payment Issue,24,1
TICK012296,CUST038551,Payment Issue,12,2
TICK012297,CUST000995,Late Delivery,97,1
TICK012298,CUST023936,Damaged Product,8,5
TICK012299,CUST034088,Late Delivery,110,5
TICK012300,CUST026009,Refund,10,5
TICK012301,CUST030447,Late Delivery,115,2
TICK012302,CUST047208,Refund,108,4
TICK012303,CUST008015,Wrong Item,72,5
TICK012304,CUST037587,Refund,55,5
TICK012305,CUST032589,Refund,99,2
TICK012306,CUST019126,Damaged Product,86,5
TICK012307,CUST006357,Damaged Product,97,4
TICK012308,CUST049809,Damaged Product,18,4
TICK012309,CUST007535,Wrong Item,47,5
TICK012310,CUST040187,Damaged Product,20,4
TICK012311,CUST031154,Wrong Item,22,4
TICK012312,CUST009481,Refund,4,1
TICK012313,CUST000210,Late Delivery,24,2
TICK012314,CUST003206,Late Delivery,98,3
TICK012315,CUST026054,Late Delivery,94,1
TICK012316,CUST037047,Late Delivery,118,2
TICK012317,CUST035321,Payment Issue,9,2
TICK012318,CUST044523,Wrong Item,31,1
TICK012319,CUST009069,Payment Issue,11,3
TICK012320,CUST039646,Refund,64,3
TICK012321,CUST021810,Refund,39,3
TICK012322,CUST006109,Wrong Item,45,4
TICK012323,CUST012484,Refund,37,2
TICK012324,CUST004761,Refund,74,1
TICK012325,CUST049895,Wrong Item,7,2
TICK012326,CUST041115,Payment Issue,6,2
TICK012327,CUST040235,Refund,107,5
TICK012328,CUST000246,Payment Issue,37,5
TICK012329,CUST011230,Damaged Product,10,3
TICK012330,CUST045713,Late Delivery,115,1
TICK012331,CUST000220,Wrong Item,43,3
TICK012332,CUST000465,Late Delivery,66,3
TICK012333,CUST027518,Wrong Item,54,4
TICK012334,CUST009508,Refund,110,3
TICK012335,CUST032109,Late Delivery,43,2
TICK012336,CUST022611,Late Delivery,73,1
TICK012337,CUST021615,Wrong Item,30,2
TICK012338,CUST025233,Damaged Product,1,1
TICK012339,CUST049904,Wrong Item,66,4
TICK012340,CUST037707,Damaged Product,57,2
TICK012341,CUST032542,Wrong Item,111,1
TICK012342,CUST010569,Payment Issue,38,2
TICK012343,CUST049573,Damaged Product,76,3
TICK012344,CUST047372,Wrong Item,84,1
TICK012345,CUST041739,Wrong Item,12,2
TICK012346,CUST002991,Late Delivery,22,4
TICK012347,CUST005361,Payment Issue,34,2
TICK012348,CUST016527,Wrong Item,62,2
TICK012349,CUST032345,Late Delivery,8,3
TICK012350,CUST023216,Wrong Item,33,5
TICK012351,CUST022467,Refund,67,5
TICK012352,CUST042526,Payment Issue,101,5
TICK012353,CUST017119,Late Delivery,20,2
TICK012354,CUST023176,Late Delivery,32,4
TICK012355,CUST009964,Wrong Item,119,2
TICK012356,CUST038550,Damaged Product,66,3
TICK012357,CUST043177,Payment Issue,91,1
TICK012358,CUST035862,Refund,23,4
TICK012359,CUST036236,Damaged Product,96,4
TICK012360,CUST002962,Damaged Product,14,4
TICK012361,CUST039191,Late Delivery,69,2
TICK012362,CUST006671,Late Delivery,100,4
TICK012363,CUST011809,Damaged Product,50,5
TICK012364,CUST004649,Late Delivery,66,3
TICK012365,CUST016818,Damaged Product,7,4
TICK012366,CUST016461,Late Delivery,81,3
TICK012367,CUST047303,Late Delivery,102,4
TICK012368,CUST046005,Refund,65,2
TICK012369,CUST028553,Late Delivery,51,5
TICK012370,CUST019765,Wrong Item,119,1
TICK012371,CUST043434,Late Delivery,90,4
TICK012372,CUST045337,Payment Issue,92,5
TICK012373,CUST027768,Damaged Product,46,4
TICK012374,CUST040220,Late Delivery,112,4
TICK012375,CUST024062,Late Delivery,117,4
TICK012376,CUST009264,Refund,54,4
TICK012377,CUST034062,Refund,66,3
TICK012378,CUST046047,Damaged Product,117,2
TICK012379,CUST044618,Damaged Product,9,2
TICK012380,CUST026550,Late Delivery,31,3
TICK012381,CUST036422,Wrong Item,63,1
TICK012382,CUST007154,Damaged Product,43,3
TICK012383,CUST038284,Payment Issue,79,5
TICK012384,CUST019748,Damaged Product,107,3
TICK012385,CUST006017,Refund,73,5
TICK012386,CUST022058,Late Delivery,70,5
TICK012387,CUST039271,Refund,50,2
TICK012388,CUST033443,Damaged Product,40,1
TICK012389,CUST016734,Wrong Item,47,3
TICK012390,CUST023826,Late Delivery,83,1
TICK012391,CUST011555,Payment Issue,89,4
TICK012392,CUST041317,Late Delivery,25,5
TICK012393,CUST015711,Refund,40,3
TICK012394,CUST011061,Late Delivery,47,5
TICK012395,CUST014638,Late Delivery,67,2
TICK012396,CUST001748,Late Delivery,93,5
TICK012397,CUST034729,Late Delivery,105,3
TICK012398,CUST013037,Late Delivery,59,5
TICK012399,CUST021893,Damaged Product,111,5
TICK012400,CUST018854,Late Delivery,15,2
TICK012401,CUST026875,Late Delivery,6,3
TICK012402,CUST018240,Damaged Product,98,3
TICK012403,CUST034878,Damaged Product,28,1
TICK012404,CUST047372,Refund,49,2
TICK012405,CUST000143,Wrong Item,9,2
TICK012406,CUST009846,Late Delivery,110,4
TICK012407,CUST012167,Late Delivery,32,2
TICK012408,CUST005874,Refund,97,5
TICK012409,CUST019907,Payment Issue,70,4
TICK012410,CUST049095,Refund,51,3
TICK012411,CUST018064,Wrong Item,117,1
TICK012412,CUST034125,Damaged Product,20,2
TICK012413,CUST038939,Wrong Item,50,3
TICK012414,CUST030629,Late Delivery,64,3
TICK012415,CUST042569,Late Delivery,40,1
TICK012416,CUST024060,Wrong Item,9,2
TICK012417,CUST031351,Refund,73,2
TICK012418,CUST012011,Payment Issue,61,4
TICK012419,CUST025895,Late Delivery,93,2
TICK012420,CUST016125,Wrong Item,49,2
TICK012421,CUST026085,Payment Issue,80,4
TICK012422,CUST032758,Damaged Product,9,1
TICK012423,CUST024340,Late Delivery,119,1
TICK012424,CUST009253,Late Delivery,86,5
TICK012425,CUST020148,Refund,54,3
TICK012426,CUST003252,Damaged Product,68,4
TICK012427,CUST038993,Payment Issue,29,4
TICK012428,CUST011564,Late Delivery,8,5
TICK012429,CUST012375,Wrong Item,26,4
TICK012430,CUST029219,Late Delivery,74,1
TICK012431,CUST018858,Late Delivery,30,5
TICK012432,CUST024294,Refund,100,3
TICK012433,CUST016135,Refund,24,5
TICK012434,CUST023476,Wrong Item,62,2
TICK012435,CUST000166,Refund,112,5
TICK012436,CUST039310,Wrong Item,73,3
TICK012437,CUST040718,Refund,23,1
TICK012438,CUST003922,Damaged Product,98,3
TICK012439,CUST044162,Payment Issue,46,3
TICK012440,CUST037800,Late Delivery,2,3
TICK012441,CUST049709,Payment Issue,117,2
TICK012442,CUST031750,Damaged Product,42,3
TICK012443,CUST042960,Damaged Product,2,1
TICK012444,CUST049906,Late Delivery,34,1
TICK012445,CUST048542,Late Delivery,28,3
TICK012446,CUST018131,Damaged Product,104,2
TICK012447,CUST021487,Refund,57,1
TICK012448,CUST024234,Payment Issue,29,1
TICK012449,CUST006702,Wrong Item,2,4
TICK012450,CUST021044,Payment Issue,67,2
TICK012451,CUST026926,Late Delivery,78,4
TICK012452,CUST028702,Wrong Item,45,2
TICK012453,CUST012582,Payment Issue,86,1
TICK012454,CUST028195,Damaged Product,23,5
TICK012455,CUST045565,Refund,9,4
TICK012456,CUST048035,Payment Issue,45,4
TICK012457,CUST037790,Payment Issue,63,3
TICK012458,CUST028738,Refund,4,2
TICK012459,CUST002137,Late Delivery,105,3
TICK012460,CUST026204,Wrong Item,6,5
TICK012461,CUST015936,Wrong Item,1,5
TICK012462,CUST047263,Late Delivery,78,4
TICK012463,CUST044628,Refund,69,5
TICK012464,CUST005689,Wrong Item,46,5
TICK012465,CUST024879,Wrong Item,3,1
TICK012466,CUST028959,Damaged Product,82,4
TICK012467,CUST019224,Damaged Product,68,2
TICK012468,CUST020197,Payment Issue,56,4
TICK012469,CUST022103,Refund,26,2
TICK012470,CUST016127,Wrong Item,7,4
TICK012471,CUST011233,Refund,103,5
TICK012472,CUST022401,Late Delivery,108,2
TICK012473,CUST000596,Refund,107,1
TICK012474,CUST038918,Refund,42,3
TICK012475,CUST009042,Late Delivery,79,2
TICK012476,CUST002910,Payment Issue,98,4
TICK012477,CUST008686,Late Delivery,103,3
TICK012478,CUST033570,Damaged Product,64,1
TICK012479,CUST036272,Wrong Item,76,2
TICK012480,CUST003146,Payment Issue,110,3
TICK012481,CUST006767,Wrong Item,6,3
TICK012482,CUST019243,Wrong Item,21,3
TICK012483,CUST049797,Payment Issue,91,4
TICK012484,CUST018485,Wrong Item,68,2
TICK012485,CUST039893,Late Delivery,35,3
TICK012486,CUST015764,Refund,15,5
TICK012487,CUST029379,Refund,116,3
TICK012488,CUST039078,Refund,50,1
TICK012489,CUST015042,Damaged Product,14,5
TICK012490,CUST048578,Payment Issue,64,1
TICK012491,CUST015723,Late Delivery,20,1
TICK012492,CUST032673,Damaged Product,2,4
TICK012493,CUST035840,Payment Issue,97,3
TICK012494,CUST024643,Payment Issue,30,1
TICK012495,CUST020701,Payment Issue,91,4
TICK012496,CUST027737,Damaged Product,109,5
TICK012497,CUST048479,Wrong Item,56,4
TICK012498,CUST031391,Refund,33,3
TICK012499,CUST047105,Payment Issue,23,2
TICK012500,CUST005062,Refund,48,4
TICK012501,CUST044116,Payment Issue,107,4
TICK012502,CUST049492,Damaged Product,20,2
TICK012503,CUST024905,Refund,110,1
TICK012504,CUST026833,Damaged Product,41,5
TICK012505,CUST019625,Refund,98,1
TICK012506,CUST026720,Late Delivery,50,5
TICK012507,CUST013524,Damaged Product,83,4
TICK012508,CUST034653,Damaged Product,21,1
TICK012509,CUST003201,Payment Issue,106,2
TICK012510,CUST011450,Refund,103,2
TICK012511,CUST041107,Refund,102,1
TICK012512,CUST045421,Damaged Product,65,4
TICK012513,CUST039922,Late Delivery,97,5
TICK012514,CUST015485,Late Delivery,30,3
TICK012515,CUST046503,Refund,48,5
TICK012516,CUST007501,Late Delivery,75,1
TICK012517,CUST007362,Damaged Product,17,1
TICK012518,CUST031371,Payment Issue,3,1
TICK012519,CUST031009,Damaged Product,64,3
TICK012520,CUST047003,Wrong Item,22,4
TICK012521,CUST015345,Late Delivery,97,5
TICK012522,CUST009952,Damaged Product,64,2
TICK012523,CUST037243,Damaged Product,99,2
TICK012524,CUST038645,Damaged Product,98,4
TICK012525,CUST018330,Wrong Item,117,3
TICK012526,CUST028723,Damaged Product,39,4
TICK012527,CUST049741,Wrong Item,6,3
TICK012528,CUST031636,Payment Issue,19,2
TICK012529,CUST023783,Late Delivery,8,5
TICK012530,CUST033194,Damaged Product,98,1
TICK012531,CUST026749,Payment Issue,103,3
TICK012532,CUST033613,Damaged Product,83,1
TICK012533,CUST040090,Payment Issue,6,4
TICK012534,CUST008231,Wrong Item,12,1
TICK012535,CUST016402,Late Delivery,48,1
TICK012536,CUST030197,Refund,98,3
TICK012537,CUST023425,Damaged Product,58,2
TICK012538,CUST014952,Refund,19,1
TICK012539,CUST040517,Payment Issue,112,3
TICK012540,CUST032101,Late Delivery,21,5
TICK012541,CUST047559,Wrong Item,92,2
TICK012542,CUST047745,Late Delivery,81,3
TICK012543,CUST018992,Late Delivery,71,4
TICK012544,CUST000380,Payment Issue,69,3
TICK012545,CUST002793,Payment Issue,27,1
TICK012546,CUST044154,Late Delivery,39,5
TICK012547,CUST034498,Refund,26,3
TICK012548,CUST035211,Refund,23,2
TICK012549,CUST018867,Wrong Item,65,1
TICK012550,CUST014537,Refund,76,2
TICK012551,CUST045175,Payment Issue,3,5
TICK012552,CUST014347,Payment Issue,105,1
TICK012553,CUST037683,Wrong Item,4,4
TICK012554,CUST042172,Wrong Item,88,2
TICK012555,CUST017736,Damaged Product,9,3
TICK012556,CUST021790,Damaged Product,117,1
TICK012557,CUST024260,Payment Issue,46,3
TICK012558,CUST034138,Damaged Product,80,3
TICK012559,CUST021326,Damaged Product,42,5
TICK012560,CUST010967,Wrong Item,118,5
TICK012561,CUST029769,Late Delivery,45,2
TICK012562,CUST025371,Refund,94,1
TICK012563,CUST014052,Wrong Item,69,4
TICK012564,CUST049376,Late Delivery,24,3
TICK012565,CUST039595,Refund,20,5
TICK012566,CUST018855,Late Delivery,4,2
TICK012567,CUST043850,Wrong Item,94,2
TICK012568,CUST003798,Refund,17,4
TICK012569,CUST012148,Refund,4,1
TICK012570,CUST003839,Late Delivery,115,5
TICK012571,CUST020947,Refund,99,2
TICK012572,CUST041540,Wrong Item,99,1
TICK012573,CUST034375,Wrong Item,48,3
TICK012574,CUST037689,Wrong Item,38,5
TICK012575,CUST008922,Late Delivery,32,1
TICK012576,CUST035298,Refund,95,3
TICK012577,CUST021296,Wrong Item,63,4
TICK012578,CUST049886,Wrong Item,96,2
TICK012579,CUST036376,Late Delivery,54,1
TICK012580,CUST041543,Wrong Item,87,1
TICK012581,CUST042851,Damaged Product,72,3
TICK012582,CUST014809,Late Delivery,65,5
TICK012583,CUST001039,Payment Issue,49,2
TICK012584,CUST010763,Wrong Item,32,4
TICK012585,CUST045359,Wrong Item,8,1
TICK012586,CUST001652,Damaged Product,42,3
TICK012587,CUST036884,Damaged Product,10,4
TICK012588,CUST003568,Payment Issue,17,3
TICK012589,CUST036829,Refund,87,5
TICK012590,CUST023584,Payment Issue,110,2
TICK012591,CUST017923,Refund,59,1
TICK012592,CUST043295,Payment Issue,84,4
TICK012593,CUST026080,Payment Issue,3,2
TICK012594,CUST018640,Damaged Product,26,1
TICK012595,CUST037318,Refund,22,3
TICK012596,CUST035377,Payment Issue,25,2
TICK012597,CUST013741,Refund,1,4
TICK012598,CUST030231,Late Delivery,61,4
TICK012599,CUST030906,Wrong Item,39,5
TICK012600,CUST009943,Wrong Item,106,1
TICK012601,CUST017055,Late Delivery,74,5
TICK012602,CUST008037,Payment Issue,94,4
TICK012603,CUST034798,Late Delivery,38,3
TICK012604,CUST023701,Payment Issue,20,3
TICK012605,CUST016097,Wrong Item,115,2
TICK012606,CUST001926,Refund,5,5
TICK012607,CUST015014,Payment Issue,80,2
TICK012608,CUST005674,Payment Issue,68,2
TICK012609,CUST012571,Payment Issue,80,3
TICK012610,CUST011618,Damaged Product,54,4
TICK012611,CUST041149,Late Delivery,17,2
TICK012612,CUST029685,Late Delivery,33,2
TICK012613,CUST003317,Wrong Item,94,3
TICK012614,CUST011595,Wrong Item,55,4
TICK012615,CUST032402,Damaged Product,28,1
TICK012616,CUST002353,Damaged Product,46,5
TICK012617,CUST040098,Damaged Product,62,3
TICK012618,CUST011394,Payment Issue,76,5
TICK012619,CUST020988,Damaged Product,61,4
TICK012620,CUST012969,Late Delivery,105,3
TICK012621,CUST014642,Late Delivery,55,5
TICK012622,CUST033261,Wrong Item,33,3
TICK012623,CUST007771,Late Delivery,109,1
TICK012624,CUST034446,Damaged Product,38,4
TICK012625,CUST027222,Refund,86,1
TICK012626,CUST019593,Late Delivery,90,3
TICK012627,CUST044960,Wrong Item,63,5
TICK012628,CUST034942,Late Delivery,72,3
TICK012629,CUST003222,Damaged Product,23,1
TICK012630,CUST019091,Refund,115,4
TICK012631,CUST007341,Damaged Product,82,2
TICK012632,CUST032675,Damaged Product,42,4
TICK012633,CUST016827,Damaged Product,113,1
TICK012634,CUST047821,Payment Issue,44,2
TICK012635,CUST024660,Payment Issue,27,3
TICK012636,CUST036609,Late Delivery,87,5
TICK012637,CUST045255,Payment Issue,12,1
TICK012638,CUST006680,Payment Issue,27,2
TICK012639,CUST027994,Wrong Item,79,3
TICK012640,CUST018458,Refund,83,2
TICK012641,CUST049862,Wrong Item,6,3
TICK012642,CUST014901,Damaged Product,25,2
TICK012643,CUST027008,Late Delivery,93,2
TICK012644,CUST032514,Refund,37,5
TICK012645,CUST030249,Wrong Item,109,5
TICK012646,CUST017112,Refund,40,1
TICK012647,CUST042380,Damaged Product,5,5
TICK012648,CUST043731,Damaged Product,3,4
TICK012649,CUST020403,Payment Issue,53,5
TICK012650,CUST022479,Payment Issue,82,4
TICK012651,CUST033746,Payment Issue,76,4
TICK012652,CUST034113,Damaged Product,81,5
